dateTime,DSWRF
2018-12-31 00:00:00,0
2018-12-31 01:00:00,0
2018-12-31 02:00:00,0
2018-12-31 03:00:00,0
2018-12-31 04:00:00,0
2018-12-31 05:00:00,0
2018-12-31 06:00:00,0
2018-12-31 07:00:00,0
2018-12-31 08:00:00,0
2018-12-31 09:00:00,0
2018-12-31 10:00:00,0
2018-12-31 11:00:00,0
2018-12-31 12:00:00,0
2018-12-31 13:00:00,75.5199966430664
2018-12-31 14:00:00,188.72000122070298
2018-12-31 15:00:00,322.30398559570307
2018-12-31 16:00:00,385.61599731445307
2018-12-31 17:00:00,407.085998535156
2018-12-31 18:00:00,354.94900512695307
2018-12-31 19:00:00,284.688995361328
2018-12-31 20:00:00,177.505004882812
2018-12-31 21:00:00,32.7360000610352
2018-12-31 22:00:00,0
2018-12-31 23:00:00,0
2019-01-01 00:00:00,0
2019-01-01 01:00:00,0
2019-01-01 02:00:00,0
2019-01-01 03:00:00,0
2019-01-01 04:00:00,0
2019-01-01 05:00:00,0
2019-01-01 06:00:00,0
2019-01-01 07:00:00,0
2019-01-01 08:00:00,0
2019-01-01 09:00:00,0
2019-01-01 10:00:00,0
2019-01-01 11:00:00,0
2019-01-01 12:00:00,0
2019-01-01 13:00:00,35.13199996948239
2019-01-01 14:00:00,87.984001159668
2019-01-01 15:00:00,207.055999755859
2019-01-01 16:00:00,260.46398925781193
2019-01-01 17:00:00,276.3810119628909
2019-01-01 18:00:00,292.992004394531
2019-01-01 19:00:00,229.29899597168
2019-01-01 20:00:00,143.64399719238298
2019-01-01 21:00:00,21.055999755859403
2019-01-01 22:00:00,0
2019-01-01 23:00:00,0
2019-01-02 00:00:00,0
2019-01-02 01:00:00,0
2019-01-02 02:00:00,0
2019-01-02 03:00:00,0
2019-01-02 04:00:00,0
2019-01-02 05:00:00,0
2019-01-02 06:00:00,0
2019-01-02 07:00:00,0
2019-01-02 08:00:00,0
2019-01-02 09:00:00,0
2019-01-02 10:00:00,0
2019-01-02 11:00:00,0
2019-01-02 12:00:00,0
2019-01-02 13:00:00,65.21199798583982
2019-01-02 14:00:00,163.56799316406196
2019-01-02 15:00:00,312.160003662109
2019-01-02 16:00:00,392.92800903320295
2019-01-02 17:00:00,417.264007568359
2019-01-02 18:00:00,368.06100463867193
2019-01-02 19:00:00,288.621002197266
2019-01-02 20:00:00,181.686004638672
2019-01-02 21:00:00,26.447999954223597
2019-01-02 22:00:00,0
2019-01-02 23:00:00,0
2019-01-03 00:00:00,0
2019-01-03 01:00:00,0
2019-01-03 02:00:00,0
2019-01-03 03:00:00,0
2019-01-03 04:00:00,0
2019-01-03 05:00:00,0
2019-01-03 06:00:00,0
2019-01-03 07:00:00,0
2019-01-03 08:00:00,0
2019-01-03 09:00:00,0
2019-01-03 10:00:00,0
2019-01-03 11:00:00,0
2019-01-03 12:00:00,0
2019-01-03 13:00:00,23.912000656127894
2019-01-03 14:00:00,60.023998260498004
2019-01-03 15:00:00,230.83200073242202
2019-01-03 16:00:00,290.720001220703
2019-01-03 17:00:00,308.95901489257795
2019-01-03 18:00:00,333.851013183594
2019-01-03 19:00:00,262.31799316406205
2019-01-03 20:00:00,165.92500305175798
2019-01-03 21:00:00,24.992000579833995
2019-01-03 22:00:00,0
2019-01-03 23:00:00,0
2019-01-04 00:00:00,0
2019-01-04 01:00:00,0
2019-01-04 02:00:00,0
2019-01-04 03:00:00,0
2019-01-04 04:00:00,0
2019-01-04 05:00:00,0
2019-01-04 06:00:00,0
2019-01-04 07:00:00,0
2019-01-04 08:00:00,0
2019-01-04 09:00:00,0
2019-01-04 10:00:00,0
2019-01-04 11:00:00,0
2019-01-04 12:00:00,0
2019-01-04 13:00:00,66.13600158691409
2019-01-04 14:00:00,166.024002075195
2019-01-04 15:00:00,248.72000122070298
2019-01-04 16:00:00,313.407989501953
2019-01-04 17:00:00,333.30398559570307
2019-01-04 18:00:00,297.325988769531
2019-01-04 19:00:00,234.072998046875
2019-01-04 20:00:00,148.80999755859403
2019-01-04 21:00:00,36.4000015258789
2019-01-04 22:00:00,0
2019-01-04 23:00:00,0
2019-01-05 00:00:00,0
2019-01-05 01:00:00,0
2019-01-05 02:00:00,0
2019-01-05 03:00:00,0
2019-01-05 04:00:00,0
2019-01-05 05:00:00,0
2019-01-05 06:00:00,0
2019-01-05 07:00:00,0
2019-01-05 08:00:00,0
2019-01-05 09:00:00,0
2019-01-05 10:00:00,0
2019-01-05 11:00:00,0
2019-01-05 12:00:00,0
2019-01-05 13:00:00,31.931999206542997
2019-01-05 14:00:00,80.10399627685548
2019-01-05 15:00:00,99.2160034179688
2019-01-05 16:00:00,125.07199859619098
2019-01-05 17:00:00,133.10200500488298
2019-01-05 18:00:00,128.56700134277304
2019-01-05 19:00:00,101.42400360107402
2019-01-05 20:00:00,64.79399871826169
2019-01-05 21:00:00,16.496000289916996
2019-01-05 22:00:00,0
2019-01-05 23:00:00,0
2019-01-06 00:00:00,0
2019-01-06 01:00:00,0
2019-01-06 02:00:00,0
2019-01-06 03:00:00,0
2019-01-06 04:00:00,0
2019-01-06 05:00:00,0
2019-01-06 06:00:00,0
2019-01-06 07:00:00,0
2019-01-06 08:00:00,0
2019-01-06 09:00:00,0
2019-01-06 10:00:00,0
2019-01-06 11:00:00,0
2019-01-06 12:00:00,0
2019-01-06 13:00:00,25.3560009002686
2019-01-06 14:00:00,63.52000045776369
2019-01-06 15:00:00,99.8880004882812
2019-01-06 16:00:00,125.984001159668
2019-01-06 17:00:00,134.156005859375
2019-01-06 18:00:00,193.108993530273
2019-01-06 19:00:00,152.65899658203105
2019-01-06 20:00:00,98.02999877929689
2019-01-06 21:00:00,25.2000007629395
2019-01-06 22:00:00,0
2019-01-06 23:00:00,0
2019-01-07 00:00:00,0
2019-01-07 01:00:00,0
2019-01-07 02:00:00,0
2019-01-07 03:00:00,0
2019-01-07 04:00:00,0
2019-01-07 05:00:00,0
2019-01-07 06:00:00,0
2019-01-07 07:00:00,0
2019-01-07 08:00:00,0
2019-01-07 09:00:00,0
2019-01-07 10:00:00,0
2019-01-07 11:00:00,0
2019-01-07 12:00:00,0
2019-01-07 13:00:00,78.73999786376949
2019-01-07 14:00:00,196.83200073242202
2019-01-07 15:00:00,312.17599487304705
2019-01-07 16:00:00,393.82400512695307
2019-01-07 17:00:00,419.678009033203
2019-01-07 18:00:00,364.005004882812
2019-01-07 19:00:00,288.35400390625
2019-01-07 20:00:00,186.10699462890597
2019-01-07 21:00:00,40.3199996948242
2019-01-07 22:00:00,0
2019-01-07 23:00:00,0
2019-01-08 00:00:00,0
2019-01-08 01:00:00,0
2019-01-08 02:00:00,0
2019-01-08 03:00:00,0
2019-01-08 04:00:00,0
2019-01-08 05:00:00,0
2019-01-08 06:00:00,0
2019-01-08 07:00:00,0
2019-01-08 08:00:00,0
2019-01-08 09:00:00,0
2019-01-08 10:00:00,0
2019-01-08 11:00:00,0
2019-01-08 12:00:00,0
2019-01-08 13:00:00,23.063999176025398
2019-01-08 14:00:00,57.487998962402294
2019-01-08 15:00:00,105.279998779297
2019-01-08 16:00:00,132.84800720214798
2019-01-08 17:00:00,141.64700317382795
2019-01-08 18:00:00,184.82499694824202
2019-01-08 19:00:00,146.727996826172
2019-01-08 20:00:00,95.18800354003909
2019-01-08 21:00:00,20.7040004730225
2019-01-08 22:00:00,0
2019-01-08 23:00:00,0
2019-01-09 00:00:00,0
2019-01-09 01:00:00,0
2019-01-09 02:00:00,0
2019-01-09 03:00:00,0
2019-01-09 04:00:00,0
2019-01-09 05:00:00,0
2019-01-09 06:00:00,0
2019-01-09 07:00:00,0
2019-01-09 08:00:00,0
2019-01-09 09:00:00,0
2019-01-09 10:00:00,0
2019-01-09 11:00:00,0
2019-01-09 12:00:00,0
2019-01-09 13:00:00,16.520000457763697
2019-01-09 14:00:00,41.03200149536129
2019-01-09 15:00:00,67.36000061035159
2019-01-09 16:00:00,85.0240020751953
2019-01-09 17:00:00,90.7149963378906
2019-01-09 18:00:00,79.17099761962888
2019-01-09 19:00:00,62.972000122070305
2019-01-09 20:00:00,41.0589981079102
2019-01-09 21:00:00,12.1599998474121
2019-01-09 22:00:00,0
2019-01-09 23:00:00,0
2019-01-10 00:00:00,0
2019-01-10 01:00:00,0
2019-01-10 02:00:00,0
2019-01-10 03:00:00,0
2019-01-10 04:00:00,0
2019-01-10 05:00:00,0
2019-01-10 06:00:00,0
2019-01-10 07:00:00,0
2019-01-10 08:00:00,0
2019-01-10 09:00:00,0
2019-01-10 10:00:00,0
2019-01-10 11:00:00,0
2019-01-10 12:00:00,0
2019-01-10 13:00:00,20.3519992828369
2019-01-10 14:00:00,50.3359985351562
2019-01-10 15:00:00,82.7839965820312
2019-01-10 16:00:00,104.496002197266
2019-01-10 17:00:00,111.55200195312499
2019-01-10 18:00:00,172.78599548339798
2019-01-10 19:00:00,137.74200439453097
2019-01-10 20:00:00,90.2819976806641
2019-01-10 21:00:00,23.2320003509521
2019-01-10 22:00:00,0
2019-01-10 23:00:00,0
2019-01-11 00:00:00,0
2019-01-11 01:00:00,0
2019-01-11 02:00:00,0
2019-01-11 03:00:00,0
2019-01-11 04:00:00,0
2019-01-11 05:00:00,0
2019-01-11 06:00:00,0
2019-01-11 07:00:00,0
2019-01-11 08:00:00,0
2019-01-11 09:00:00,0
2019-01-11 10:00:00,0
2019-01-11 11:00:00,0
2019-01-11 12:00:00,0
2019-01-11 13:00:00,74.08799743652338
2019-01-11 14:00:00,182.391998291016
2019-01-11 15:00:00,320.720001220703
2019-01-11 16:00:00,404.880004882812
2019-01-11 17:00:00,432.44699096679693
2019-01-11 18:00:00,395.20800781249994
2019-01-11 19:00:00,315.705993652344
2019-01-11 20:00:00,207.996002197266
2019-01-11 21:00:00,41.231998443603494
2019-01-11 22:00:00,0
2019-01-11 23:00:00,0
2019-01-12 00:00:00,0
